drug_name,side_effect,gender_specific,severity,age_group,frequency_in_females,category,risk_level,requires_monitoring,safer_alternative,pregnancy_risk,breastfeeding_risk
Antidepressants_SSRI,weight_gain,Female_Specific,Mild,18-30,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,bone_density_loss,Female_Specific,Mild,18-30,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Mild,18-30,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Mild,18-30,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Moderate,18-30,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Low,Medium
Antidepressants_SSRI,drowsiness,General,Moderate,18-30,Common,Psychiatric,Higher,No,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,dry_mouth,General,Moderate,18-30,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Low
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Moderate,18-30,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,weight_gain,Female_Specific,Moderate,18-30,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,bone_density_loss,Female_Specific,Moderate,18-30,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Moderate,18-30,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Moderate,18-30,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Severe,18-30,Rare,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Low,Low
Antidepressants_SSRI,drowsiness,General,Severe,18-30,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Low,Medium
Antidepressants_SSRI,dry_mouth,General,Severe,18-30,Rare,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Low
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Severe,18-30,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,High
Antidepressants_SSRI,weight_gain,Female_Specific,Severe,18-30,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,bone_density_loss,Female_Specific,Severe,18-30,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Severe,18-30,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Severe,18-30,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Mild,31-45,Frequent,Psychiatric,Higher,No,Therapy + Lifestyle changes,Medium,Unknown
Antidepressants_SSRI,drowsiness,General,Mild,31-45,Rare,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Unknown
Antidepressants_SSRI,dry_mouth,General,Mild,31-45,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Unknown,Unknown
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Mild,31-45,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,weight_gain,Female_Specific,Mild,31-45,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,bone_density_loss,Female_Specific,Mild,31-45,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Mild,31-45,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Mild,31-45,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Moderate,31-45,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,drowsiness,General,Moderate,31-45,Rare,Psychiatric,Higher,No,Therapy + Lifestyle changes,Unknown,Unknown
Antidepressants_SSRI,dry_mouth,General,Moderate,31-45,Rare,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Low,High
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Moderate,31-45,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,High
Antidepressants_SSRI,weight_gain,Female_Specific,Moderate,31-45,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,bone_density_loss,Female_Specific,Moderate,31-45,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,High
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Moderate,31-45,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Moderate,31-45,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Severe,31-45,Rare,Psychiatric,Higher,No,Therapy + Lifestyle changes,Low,Unknown
Antidepressants_SSRI,drowsiness,General,Severe,31-45,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Unknown,Unknown
Antidepressants_SSRI,dry_mouth,General,Severe,31-45,Frequent,Psychiatric,Higher,No,Therapy + Lifestyle changes,Low,Medium
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Severe,31-45,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,weight_gain,Female_Specific,Severe,31-45,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,bone_density_loss,Female_Specific,Severe,31-45,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Severe,31-45,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Severe,31-45,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Mild,46-60,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Unknown,Unknown
Antidepressants_SSRI,drowsiness,General,Mild,46-60,Rare,Psychiatric,Higher,No,Therapy + Lifestyle changes,Unknown,Medium
Antidepressants_SSRI,dry_mouth,General,Mild,46-60,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Mild,46-60,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,weight_gain,Female_Specific,Mild,46-60,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,bone_density_loss,Female_Specific,Mild,46-60,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Mild,46-60,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Mild,46-60,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Moderate,46-60,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Low,Unknown
Antidepressants_SSRI,drowsiness,General,Moderate,46-60,Rare,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Unknown
Antidepressants_SSRI,dry_mouth,General,Moderate,46-60,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Moderate,46-60,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,High
Antidepressants_SSRI,weight_gain,Female_Specific,Moderate,46-60,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,bone_density_loss,Female_Specific,Moderate,46-60,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Moderate,46-60,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Moderate,46-60,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Severe,46-60,Rare,Psychiatric,Higher,No,Therapy + Lifestyle changes,Low,High
Antidepressants_SSRI,drowsiness,General,Severe,46-60,Common,Psychiatric,Higher,No,Therapy + Lifestyle changes,Unknown,Medium
Antidepressants_SSRI,dry_mouth,General,Severe,46-60,Common,Psychiatric,Higher,No,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Severe,46-60,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,weight_gain,Female_Specific,Severe,46-60,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,High
Antidepressants_SSRI,bone_density_loss,Female_Specific,Severe,46-60,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Severe,46-60,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Severe,46-60,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Mild,60+,Common,Psychiatric,Higher,No,Therapy + Lifestyle changes,High,Unknown
Antidepressants_SSRI,drowsiness,General,Mild,60+,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Low,High
Antidepressants_SSRI,dry_mouth,General,Mild,60+,Frequent,Psychiatric,Higher,No,Therapy + Lifestyle changes,Unknown,Low
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Mild,60+,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,weight_gain,Female_Specific,Mild,60+,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,High
Antidepressants_SSRI,bone_density_loss,Female_Specific,Mild,60+,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,High
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Mild,60+,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Mild,60+,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Moderate,60+,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Low,Low
Antidepressants_SSRI,drowsiness,General,Moderate,60+,Rare,Psychiatric,Higher,No,Therapy + Lifestyle changes,Medium,Unknown
Antidepressants_SSRI,dry_mouth,General,Moderate,60+,Common,Psychiatric,Higher,No,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Moderate,60+,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,weight_gain,Female_Specific,Moderate,60+,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,bone_density_loss,Female_Specific,Moderate,60+,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Moderate,60+,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Moderate,60+,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,nausea,General,Severe,60+,Rare,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Unknown,Unknown
Antidepressants_SSRI,drowsiness,General,Severe,60+,Frequent,Psychiatric,Higher,No,Therapy + Lifestyle changes,Medium,Unknown
Antidepressants_SSRI,dry_mouth,General,Severe,60+,Rare,Psychiatric,Higher,No,Therapy + Lifestyle changes,High,Unknown
Antidepressants_SSRI,sexual_dysfunction,Female_Specific,Severe,60+,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,High
Antidepressants_SSRI,weight_gain,Female_Specific,Severe,60+,Common,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,High,High
Antidepressants_SSRI,bone_density_loss,Female_Specific,Severe,60+,Frequent,Psychiatric,Higher,Yes,Therapy + Lifestyle changes,Medium,Medium
Antidepressants_SSRI,irregular_periods,Menstrual_Related,Severe,60+,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antidepressants_SSRI,heavy_bleeding,Menstrual_Related,Severe,60+,Common,Psychiatric,Female_Specific,Yes,Therapy + Lifestyle changes,High,Medium
Antipsychotics,drowsiness,General,Mild,18-30,Common,Psychiatric,Higher,No,Lower dose + therapy,Low,Low
Antipsychotics,weight_gain,General,Mild,18-30,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Medium,Unknown
Antipsychotics,tremor,General,Mild,18-30,Rare,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,prolactin_elevation,Female_Specific,Mild,18-30,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,menstrual_irregularities,Female_Specific,Mild,18-30,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,breast_tenderness,Female_Specific,Mild,18-30,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,drowsiness,General,Moderate,18-30,Common,Psychiatric,Higher,No,Lower dose + therapy,High,Medium
Antipsychotics,weight_gain,General,Moderate,18-30,Rare,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,tremor,General,Moderate,18-30,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Low,Medium
Antipsychotics,prolactin_elevation,Female_Specific,Moderate,18-30,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,menstrual_irregularities,Female_Specific,Moderate,18-30,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,breast_tenderness,Female_Specific,Moderate,18-30,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,drowsiness,General,Severe,18-30,Rare,Psychiatric,Higher,No,Lower dose + therapy,Low,Medium
Antipsychotics,weight_gain,General,Severe,18-30,Rare,Psychiatric,Higher,No,Lower dose + therapy,High,Low
Antipsychotics,tremor,General,Severe,18-30,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Unknown,Low
Antipsychotics,prolactin_elevation,Female_Specific,Severe,18-30,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,menstrual_irregularities,Female_Specific,Severe,18-30,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,breast_tenderness,Female_Specific,Severe,18-30,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,drowsiness,General,Mild,31-45,Rare,Psychiatric,Higher,No,Lower dose + therapy,Medium,High
Antipsychotics,weight_gain,General,Mild,31-45,Rare,Psychiatric,Higher,Yes,Lower dose + therapy,Low,Medium
Antipsychotics,tremor,General,Mild,31-45,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,Low,Low
Antipsychotics,prolactin_elevation,Female_Specific,Mild,31-45,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,menstrual_irregularities,Female_Specific,Mild,31-45,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,breast_tenderness,Female_Specific,Mild,31-45,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,drowsiness,General,Moderate,31-45,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Unknown,Unknown
Antipsychotics,weight_gain,General,Moderate,31-45,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Unknown
Antipsychotics,tremor,General,Moderate,31-45,Rare,Psychiatric,Higher,Yes,Lower dose + therapy,Low,Low
Antipsychotics,prolactin_elevation,Female_Specific,Moderate,31-45,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,menstrual_irregularities,Female_Specific,Moderate,31-45,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,breast_tenderness,Female_Specific,Moderate,31-45,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,drowsiness,General,Severe,31-45,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,weight_gain,General,Severe,31-45,Rare,Psychiatric,Higher,No,Lower dose + therapy,Medium,Unknown
Antipsychotics,tremor,General,Severe,31-45,Rare,Psychiatric,Higher,No,Lower dose + therapy,Low,High
Antipsychotics,prolactin_elevation,Female_Specific,Severe,31-45,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,menstrual_irregularities,Female_Specific,Severe,31-45,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,breast_tenderness,Female_Specific,Severe,31-45,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,drowsiness,General,Mild,46-60,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Unknown,High
Antipsychotics,weight_gain,General,Mild,46-60,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Unknown,Low
Antipsychotics,tremor,General,Mild,46-60,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Unknown,High
Antipsychotics,prolactin_elevation,Female_Specific,Mild,46-60,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,menstrual_irregularities,Female_Specific,Mild,46-60,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,breast_tenderness,Female_Specific,Mild,46-60,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,drowsiness,General,Moderate,46-60,Common,Psychiatric,Higher,No,Lower dose + therapy,High,Low
Antipsychotics,weight_gain,General,Moderate,46-60,Rare,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Unknown
Antipsychotics,tremor,General,Moderate,46-60,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Low,Medium
Antipsychotics,prolactin_elevation,Female_Specific,Moderate,46-60,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,menstrual_irregularities,Female_Specific,Moderate,46-60,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,breast_tenderness,Female_Specific,Moderate,46-60,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,drowsiness,General,Severe,46-60,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Medium,Unknown
Antipsychotics,weight_gain,General,Severe,46-60,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,tremor,General,Severe,46-60,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Low,High
Antipsychotics,prolactin_elevation,Female_Specific,Severe,46-60,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,menstrual_irregularities,Female_Specific,Severe,46-60,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,breast_tenderness,Female_Specific,Severe,46-60,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,drowsiness,General,Mild,60+,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Unknown,High
Antipsychotics,weight_gain,General,Mild,60+,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Medium,Low
Antipsychotics,tremor,General,Mild,60+,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Low,Low
Antipsychotics,prolactin_elevation,Female_Specific,Mild,60+,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,High
Antipsychotics,menstrual_irregularities,Female_Specific,Mild,60+,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,breast_tenderness,Female_Specific,Mild,60+,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,drowsiness,General,Moderate,60+,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Unknown,Medium
Antipsychotics,weight_gain,General,Moderate,60+,Common,Psychiatric,Higher,No,Lower dose + therapy,High,Medium
Antipsychotics,tremor,General,Moderate,60+,Frequent,Psychiatric,Higher,No,Lower dose + therapy,Low,Unknown
Antipsychotics,prolactin_elevation,Female_Specific,Moderate,60+,Common,Psychiatric,Higher,Yes,Lower dose + therapy,Medium,Medium
Antipsychotics,menstrual_irregularities,Female_Specific,Moderate,60+,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,breast_tenderness,Female_Specific,Moderate,60+,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Antipsychotics,drowsiness,General,Severe,60+,Rare,Psychiatric,Higher,Yes,Lower dose + therapy,Unknown,Low
Antipsychotics,weight_gain,General,Severe,60+,Rare,Psychiatric,Higher,No,Lower dose + therapy,High,Unknown
Antipsychotics,tremor,General,Severe,60+,Rare,Psychiatric,Higher,No,Lower dose + therapy,High,Unknown
Antipsychotics,prolactin_elevation,Female_Specific,Severe,60+,Common,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,menstrual_irregularities,Female_Specific,Severe,60+,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,High
Antipsychotics,breast_tenderness,Female_Specific,Severe,60+,Frequent,Psychiatric,Higher,Yes,Lower dose + therapy,High,Medium
Benzodiazepines,drowsiness,General,Mild,18-30,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,Low,Low
Benzodiazepines,confusion,General,Mild,18-30,Rare,Psychiatric,Higher,No,Consult physician for alternatives,Medium,Low
Benzodiazepines,memory_problems,General,Mild,18-30,Rare,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Benzodiazepines,dependency_risk_higher,Female_Specific,Mild,18-30,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,Medium
Benzodiazepines,withdrawal_more_severe,Female_Specific,Mild,18-30,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,High
Benzodiazepines,drowsiness,General,Moderate,18-30,Rare,Psychiatric,Higher,Yes,Consult physician for alternatives,Unknown,Unknown
Benzodiazepines,confusion,General,Moderate,18-30,Frequent,Psychiatric,Higher,No,Consult physician for alternatives,Low,Medium
Benzodiazepines,memory_problems,General,Moderate,18-30,Rare,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Low
Benzodiazepines,dependency_risk_higher,Female_Specific,Moderate,18-30,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,withdrawal_more_severe,Female_Specific,Moderate,18-30,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Benzodiazepines,drowsiness,General,Severe,18-30,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,Unknown,Low
Benzodiazepines,confusion,General,Severe,18-30,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,memory_problems,General,Severe,18-30,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,Medium
Benzodiazepines,dependency_risk_higher,Female_Specific,Severe,18-30,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,withdrawal_more_severe,Female_Specific,Severe,18-30,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,drowsiness,General,Mild,31-45,Rare,Psychiatric,Higher,Yes,Consult physician for alternatives,Low,Medium
Benzodiazepines,confusion,General,Mild,31-45,Common,Psychiatric,Higher,No,Consult physician for alternatives,Unknown,Unknown
Benzodiazepines,memory_problems,General,Mild,31-45,Rare,Psychiatric,Higher,No,Consult physician for alternatives,Unknown,Unknown
Benzodiazepines,dependency_risk_higher,Female_Specific,Mild,31-45,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,High
Benzodiazepines,withdrawal_more_severe,Female_Specific,Mild,31-45,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,Medium
Benzodiazepines,drowsiness,General,Moderate,31-45,Common,Psychiatric,Higher,No,Consult physician for alternatives,Medium,High
Benzodiazepines,confusion,General,Moderate,31-45,Rare,Psychiatric,Higher,Yes,Consult physician for alternatives,Low,Low
Benzodiazepines,memory_problems,General,Moderate,31-45,Rare,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,High
Benzodiazepines,dependency_risk_higher,Female_Specific,Moderate,31-45,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Benzodiazepines,withdrawal_more_severe,Female_Specific,Moderate,31-45,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Benzodiazepines,drowsiness,General,Severe,31-45,Rare,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,Unknown
Benzodiazepines,confusion,General,Severe,31-45,Common,Psychiatric,Higher,No,Consult physician for alternatives,Medium,Medium
Benzodiazepines,memory_problems,General,Severe,31-45,Common,Psychiatric,Higher,No,Consult physician for alternatives,Low,Low
Benzodiazepines,dependency_risk_higher,Female_Specific,Severe,31-45,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,High
Benzodiazepines,withdrawal_more_severe,Female_Specific,Severe,31-45,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,drowsiness,General,Mild,46-60,Frequent,Psychiatric,Higher,No,Consult physician for alternatives,Unknown,Medium
Benzodiazepines,confusion,General,Mild,46-60,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,Unknown
Benzodiazepines,memory_problems,General,Mild,46-60,Rare,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Unknown
Benzodiazepines,dependency_risk_higher,Female_Specific,Mild,46-60,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Benzodiazepines,withdrawal_more_severe,Female_Specific,Mild,46-60,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Benzodiazepines,drowsiness,General,Moderate,46-60,Frequent,Psychiatric,Higher,No,Consult physician for alternatives,Unknown,High
Benzodiazepines,confusion,General,Moderate,46-60,Frequent,Psychiatric,Higher,No,Consult physician for alternatives,Low,Low
Benzodiazepines,memory_problems,General,Moderate,46-60,Frequent,Psychiatric,Higher,No,Consult physician for alternatives,Medium,Low
Benzodiazepines,dependency_risk_higher,Female_Specific,Moderate,46-60,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,withdrawal_more_severe,Female_Specific,Moderate,46-60,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Benzodiazepines,drowsiness,General,Severe,46-60,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,confusion,General,Severe,46-60,Frequent,Psychiatric,Higher,No,Consult physician for alternatives,High,Unknown
